ext_canonical,ext_raw,total_occ,recent_occ,first_year,last_year,n_current_claimants,current_claimants,review_status,suggested_label,priority_score
.wpy,.wpy,185554,26883,2009,2023,0,,pending,unknown,5.57
.bpmn,.bpmn,184707,53186,2006,2023,0,,pending,unknown,5.57
.gitsbe,.gitsbe,184268,781,2019,2022,0,,pending,unknown,5.57
.pbm,.pbm,183985,78220,1970,2023,0,,pending,unknown,5.56
.jsonas,.jsonas,183805,35925,2019,2022,0,,pending,unknown,5.56
.email,.email,183659,97946,1997,2023,0,,pending,unknown,5.56
.target,.target,182213,58194,1970,2023,0,,pending,unknown,5.56
.bluej,.bluej,182204,45218,2009,2023,0,,pending,unknown,5.56
.init,.init,182066,42185,1970,2023,0,,pending,unknown,5.56
.stamp,.stamp,181941,101692,1996,2023,0,,pending,unknown,5.56
.wsml,.wsml,181787,64276,2002,2022,0,,pending,unknown,5.56
.wdf,.wdf,181696,72746,2000,2023,0,,pending,unknown,5.56
.sldasm,".SLDASM,.sldasm",180772,60123,2008,2023,0,,pending,unknown,5.56
.whl,.whl,180654,82206,1970,2023,0,,pending,unknown,5.56
.screenshot,.screenshot,180580,30612,2004,2023,0,,pending,unknown,5.56
.skin,.skin,180537,56724,1999,2023,0,,pending,unknown,5.56
.vsidx,.vsidx,180428,67115,2019,2023,0,,pending,unknown,5.56
.bi5,.bi5,180340,6674,2012,2023,0,,pending,unknown,5.56
.ub,.ub,179870,174357,1970,2023,0,,pending,unknown,5.55
.abs,.abs,179794,11968,1989,2023,0,,pending,unknown,5.55
.results,.results,179757,78370,1995,2023,0,,pending,unknown,5.55
.netedit,.netedit,179329,135557,2008,2023,0,,pending,unknown,5.55
.ext,.ext,178901,42661,1970,2023,0,,pending,unknown,5.55
.rep,".rep,.REP",178340,40427,1970,2023,0,,pending,unknown,5.55
.cnk,.cnk,176701,127081,2010,2023,0,,pending,unknown,5.55
.resolved,.resolved,176061,83775,2000,2023,0,,pending,unknown,5.55
.deploy,.deploy,175887,50780,2000,2023,0,,pending,unknown,5.55
.prob,.prob,175774,92755,1993,2023,0,,pending,unknown,5.54
.vec,.vec,175727,29170,1989,2023,0,,pending,unknown,5.54
.types,.types,175402,41504,1970,2023,0,,pending,unknown,5.54
.matrix,.matrix,175136,29420,1994,2023,0,,pending,unknown,5.54
.gcno,.gcno,175106,96983,2006,2023,0,,pending,unknown,5.54
.ares,.ares,174771,57350,2003,2023,0,,pending,unknown,5.54
.msa,.msa,174758,37724,2006,2023,0,,pending,unknown,5.54
.wrd,.wrd,174603,140974,1996,2023,0,,pending,unknown,5.54
.ppd,.ppd,174528,38232,1996,2023,0,,pending,unknown,5.54
.group,.group,174479,18116,1991,2023,0,,pending,unknown,5.54
.lg,.lg,174337,45775,2000,2023,0,,pending,unknown,5.54
.max,.max,174176,42140,1970,2023,0,,pending,unknown,5.54
.poly,.poly,173308,9805,1970,2023,0,,pending,unknown,5.54
.lqxo,.lqxo,172714,17288,2015,2023,0,,pending,unknown,5.54
.rule,".rule,.RULE",172555,86049,1970,2023,0,,pending,unknown,5.54
.tsc,.tsc,171142,36569,2004,2023,0,,pending,unknown,5.53
.lcl,.lcl,170666,142829,1998,2023,0,,pending,unknown,5.53
.unity3d,.unity3d,170545,70887,1973,2023,0,,pending,unknown,5.53
.single,.single,170444,4654,1992,2023,0,,pending,unknown,5.53
.atlas,.atlas,169712,85388,2004,2023,0,,pending,unknown,5.53
.svcinfo,.svcinfo,168949,39522,2007,2023,0,,pending,unknown,5.53
.25,.25,168894,88252,1970,2023,0,,pending,numeric-suffix,5.53
.witness,.witness,168878,4825,2012,2023,0,,pending,unknown,5.53
.iev,.iev,167520,153703,2016,2023,0,,pending,unknown,5.52
.dtsx,.dtsx,167430,53697,2007,2023,0,,pending,unknown,5.52
.bm,.bm,166615,31346,1989,2023,0,,pending,unknown,5.52
.comm,.comm,166485,84447,1986,2023,0,,pending,unknown,5.52
.dna,.dna,166353,96560,1997,2023,0,,pending,unknown,5.52
.vvd,.vvd,165868,75146,2007,2023,0,,pending,unknown,5.52
.tokens,.tokens,165626,27962,1970,2023,0,,pending,unknown,5.52
.vpcf,.vpcf,165032,29775,2013,2023,0,,pending,unknown,5.52
.plg,.plg,164545,26418,1997,2023,0,,pending,unknown,5.52
.rpgmvp,.rpgmvp,164503,124144,2016,2023,0,,pending,unknown,5.52
.cd,.cd,164189,38528,1997,2023,0,,pending,unknown,5.52
.23,.23,164028,88420,1970,2023,0,,pending,numeric-suffix,5.51
.gt,.gt,163388,146001,2000,2023,0,,pending,unknown,5.51
.xq,.xq,163234,57606,1970,2023,0,,pending,unknown,5.51
.rdlc,.rdlc,163091,55141,2006,2023,0,,pending,unknown,5.51
.vsdx,.vsdx,163079,46527,1970,2023,0,,pending,unknown,5.51
.erina,.erina,162540,162475,2020,2021,0,,pending,unknown,5.51
.bpseq,.bpseq,162262,145249,2008,2023,0,,pending,unknown,5.51
.lr,.lr,162255,39642,2001,2023,0,,pending,unknown,5.51
.token,.token,161816,18301,1970,2023,0,,pending,unknown,5.51
.laz,.laz,161628,92248,2010,2023,0,,pending,unknown,5.51
.split,.split,161626,3650,1987,2023,0,,pending,unknown,5.51
.aln,.aln,161340,71249,1999,2023,0,,pending,unknown,5.51
.jks,.jks,160866,76262,1970,2023,0,,pending,unknown,5.51
